transaction_id,merchant_id,date,amount_sar,financed,term_days,days_to_repay,status
T-000572,M-1006,2026-05-29,18786,0,,,cash
T-000944,M-1010,2026-05-29,31467,1,30,15,on_time
T-001223,M-1013,2026-05-29,19243,1,30,21,on_time
T-001287,M-1014,2026-05-29,9371,1,30,23,on_time
T-001433,M-1016,2026-05-29,24630,1,30,27,on_time
T-001650,M-1019,2026-05-29,8849,1,30,55,late
T-001795,M-1021,2026-05-29,50890,1,30,20,on_time
T-002306,M-1028,2026-05-29,24925,1,30,25,on_time
T-002519,M-1031,2026-05-29,24701,1,30,39,late
T-002522,M-1031,2026-05-29,29854,1,30,18,on_time
T-002740,M-1035,2026-05-29,35401,0,,,cash
T-002852,M-1037,2026-05-29,34385,1,30,49,late
T-004035,M-1056,2026-05-29,2205,1,21,19,on_time
T-000073,M-1001,2026-05-30,20436,1,30,22,on_time
T-000369,M-1004,2026-05-30,46586,1,30,23,on_time
T-000843,M-1009,2026-05-30,52395,1,30,26,on_time
T-001506,M-1017,2026-05-30,31012,0,,,cash
T-001862,M-1022,2026-05-30,8905,1,30,15,on_time
T-002456,M-1030,2026-05-30,18923,1,30,15,on_time
T-003063,M-1041,2026-05-30,13930,1,30,20,on_time
T-003560,M-1048,2026-05-30,4177,1,21,10,on_time
T-000465,M-1005,2026-05-31,15507,1,30,19,on_time
T-000564,M-1006,2026-05-31,17450,1,30,24,on_time
T-000938,M-1010,2026-05-31,24556,1,30,26,on_time
T-001508,M-1017,2026-05-31,17929,1,30,20,on_time
T-002159,M-1026,2026-05-31,19710,0,,,cash
T-003120,M-1042,2026-05-31,28533,0,,,cash
T-003563,M-1048,2026-05-31,5569,0,,,cash
T-003983,M-1055,2026-05-31,3804,1,21,30,late
T-003984,M-1055,2026-05-31,2588,1,21,17,on_time
T-000080,M-1001,2026-06-01,51242,1,30,16,on_time
T-000654,M-1007,2026-06-01,19976,1,30,23,on_time
T-000840,M-1009,2026-06-01,52210,0,,,cash
T-000937,M-1010,2026-06-01,18400,0,,,cash
T-001654,M-1019,2026-06-01,9589,1,30,16,on_time
T-002636,M-1033,2026-06-01,36106,1,30,22,on_time
T-002686,M-1034,2026-06-01,45702,1,30,23,on_time
T-002794,M-1036,2026-06-01,74492,1,30,16,on_time
T-003759,M-1051,2026-06-01,2958,1,21,20,on_time
T-003924,M-1054,2026-06-01,5174,1,21,16,on_time
T-004037,M-1056,2026-06-01,2608,1,21,36,late
T-001144,M-1012,2026-06-02,23104,1,30,29,on_time
T-001572,M-1018,2026-06-02,41437,0,,,cash
T-001655,M-1019,2026-06-02,6329,1,30,17,on_time
T-002520,M-1031,2026-06-02,26781,0,,,cash
T-002635,M-1033,2026-06-02,18326,0,,,cash
T-002795,M-1036,2026-06-02,33717,1,30,20,on_time
T-003009,M-1040,2026-06-02,28559,1,30,44,late
T-003119,M-1042,2026-06-02,25397,1,30,29,on_time
T-003264,M-1044,2026-06-02,19664,1,21,16,on_time
T-003762,M-1051,2026-06-02,2892,1,21,34,late
T-004038,M-1056,2026-06-02,2035,1,21,21,on_time
T-000466,M-1005,2026-06-03,15400,1,30,16,on_time
T-000568,M-1006,2026-06-03,21602,1,30,19,on_time
T-000749,M-1008,2026-06-03,37115,1,30,22,on_time
T-001370,M-1015,2026-06-03,36063,0,,,cash
T-001792,M-1021,2026-06-03,47533,0,,,cash
T-002016,M-1024,2026-06-03,11446,0,,,cash
T-002228,M-1027,2026-06-03,12776,1,30,25,on_time
T-002309,M-1028,2026-06-03,34378,1,30,18,on_time
T-002903,M-1038,2026-06-03,22825,1,30,15,on_time
T-003415,M-1046,2026-06-03,13657,1,21,19,on_time
T-003416,M-1046,2026-06-03,15495,0,,,cash
T-003558,M-1048,2026-06-03,8490,1,21,17,on_time
T-003985,M-1055,2026-06-03,2366,1,21,34,late
T-000368,M-1004,2026-06-04,53428,1,30,22,on_time
T-000467,M-1005,2026-06-04,30320,0,,,cash
T-000565,M-1006,2026-06-04,27434,1,30,23,on_time
T-000570,M-1006,2026-06-04,22404,1,30,20,on_time
T-000839,M-1009,2026-06-04,32316,1,30,17,on_time
T-000945,M-1010,2026-06-04,20638,1,30,24,on_time
T-001289,M-1014,2026-06-04,8112,1,30,30,on_time
T-001863,M-1022,2026-06-04,17898,1,30,18,on_time
T-002017,M-1024,2026-06-04,10100,1,30,15,on_time
T-002018,M-1024,2026-06-04,13241,0,,,cash
T-002021,M-1024,2026-06-04,12392,1,30,19,on_time
T-002308,M-1028,2026-06-04,3751,0,,,cash
T-002688,M-1034,2026-06-04,39136,1,30,15,on_time
T-003345,M-1045,2026-06-04,12990,1,21,13,on_time
T-003697,M-1050,2026-06-04,5057,1,21,46,late
T-004036,M-1056,2026-06-04,1830,1,21,38,late
T-000652,M-1007,2026-06-05,46142,0,,,cash
T-000943,M-1010,2026-06-05,23770,1,30,24,on_time
T-001036,M-1011,2026-06-05,72999,1,30,17,on_time
T-001142,M-1012,2026-06-05,38020,1,30,17,on_time
T-001221,M-1013,2026-06-05,18555,1,30,17,on_time
T-001570,M-1018,2026-06-05,34725,1,30,22,on_time
T-002152,M-1026,2026-06-05,19096,1,30,28,on_time
T-002521,M-1031,2026-06-05,30652,1,30,25,on_time
T-003187,M-1043,2026-06-05,19476,1,21,29,late
T-003188,M-1043,2026-06-05,12897,1,21,39,late
T-003413,M-1046,2026-06-05,13389,0,,,cash
T-003863,M-1053,2026-06-05,1049,0,,,cash
T-004039,M-1056,2026-06-05,2522,0,,,cash
T-000566,M-1006,2026-06-06,23254,1,30,21,on_time
T-001137,M-1012,2026-06-06,32734,1,30,29,on_time
T-001372,M-1015,2026-06-06,24650,1,30,20,on_time
T-001505,M-1017,2026-06-06,23676,1,30,16,on_time
T-002153,M-1026,2026-06-06,13315,1,30,20,on_time
T-002461,M-1030,2026-06-06,30043,0,,,cash
T-003122,M-1042,2026-06-06,26348,1,30,15,on_time
T-003622,M-1049,2026-06-06,16630,0,,,cash
T-003625,M-1049,2026-06-06,16757,0,,,cash
T-000371,M-1004,2026-06-07,45810,1,30,21,on_time
T-000746,M-1008,2026-06-07,54761,1,30,15,on_time
T-000751,M-1008,2026-06-07,14304,1,30,28,on_time
T-000752,M-1008,2026-06-07,26866,0,,,cash
T-001293,M-1014,2026-06-07,18471,1,30,22,on_time
T-001438,M-1016,2026-06-07,9320,1,30,20,on_time
T-001573,M-1018,2026-06-07,23286,1,30,26,on_time
T-002019,M-1024,2026-06-07,20797,1,30,16,on_time
T-002156,M-1026,2026-06-07,13884,1,30,22,on_time
T-002454,M-1030,2026-06-07,9784,0,,,cash
T-003981,M-1055,2026-06-07,5900,1,21,21,on_time
T-000274,M-1003,2026-06-08,74268,0,,,cash
T-000838,M-1009,2026-06-08,15986,0,,,cash
T-001371,M-1015,2026-06-08,19583,1,30,28,on_time
T-001730,M-1020,2026-06-08,12940,1,30,29,on_time
T-002014,M-1024,2026-06-08,13894,0,,,cash
T-002458,M-1030,2026-06-08,6127,1,30,20,on_time
T-002633,M-1033,2026-06-08,19186,0,,,cash
T-003123,M-1042,2026-06-08,23327,0,,,cash
T-003867,M-1053,2026-06-08,3249,1,21,,default
T-003923,M-1054,2026-06-08,3798,1,21,43,late
T-000076,M-1001,2026-06-09,17613,0,,,cash
T-000179,M-1002,2026-06-09,33430,1,30,15,on_time
T-000842,M-1009,2026-06-09,48680,1,30,17,on_time
T-001038,M-1011,2026-06-09,48504,0,,,cash
T-001145,M-1012,2026-06-09,42619,0,,,cash
T-001648,M-1019,2026-06-09,9965,0,,,cash
T-002227,M-1027,2026-06-09,20429,1,30,23,on_time
T-002459,M-1030,2026-06-09,8481,1,30,23,on_time
T-002853,M-1037,2026-06-09,33250,1,30,27,on_time
T-003260,M-1044,2026-06-09,18377,1,21,19,on_time
T-003263,M-1044,2026-06-09,21420,0,,,cash
T-003624,M-1049,2026-06-09,18747,0,,,cash
T-003814,M-1052,2026-06-09,4774,1,21,26,late
T-000651,M-1007,2026-06-10,51481,1,30,19,on_time
T-000939,M-1010,2026-06-10,18692,0,,,cash
T-001039,M-1011,2026-06-10,83121,0,,,cash
T-001434,M-1016,2026-06-10,17514,0,,,cash
T-002154,M-1026,2026-06-10,14149,1,30,24,on_time
T-002155,M-1026,2026-06-10,15862,1,30,17,on_time
T-002229,M-1027,2026-06-10,16661,1,30,19,on_time
T-002231,M-1027,2026-06-10,18687,1,30,20,on_time
T-002382,M-1029,2026-06-10,8113,1,30,25,on_time
T-002854,M-1037,2026-06-10,22312,0,,,cash
T-003065,M-1041,2026-06-10,21127,1,30,16,on_time
T-003490,M-1047,2026-06-10,8275,1,21,21,on_time
T-003812,M-1052,2026-06-10,6634,1,21,21,on_time
T-003982,M-1055,2026-06-10,2590,1,21,45,late
T-004034,M-1056,2026-06-10,1749,0,,,cash
T-000278,M-1003,2026-06-11,83101,0,,,cash
T-000567,M-1006,2026-06-11,31764,1,30,24,on_time
T-000653,M-1007,2026-06-11,41851,1,30,30,on_time
T-001040,M-1011,2026-06-11,75257,1,30,23,on_time
T-001141,M-1012,2026-06-11,38796,1,30,29,on_time
T-001224,M-1013,2026-06-11,21012,0,,,cash
T-002085,M-1025,2026-06-11,21194,1,30,26,on_time
T-002305,M-1028,2026-06-11,15520,1,30,23,on_time
T-002901,M-1038,2026-06-11,20228,1,30,18,on_time
T-002904,M-1038,2026-06-11,24105,0,,,cash
T-003491,M-1047,2026-06-11,10890,0,,,cash
T-003865,M-1053,2026-06-11,2070,1,21,30,late
T-003868,M-1053,2026-06-11,2361,1,21,6,on_time
T-000569,M-1006,2026-06-12,18102,1,30,16,on_time
T-000571,M-1006,2026-06-12,31759,0,,,cash
T-000656,M-1007,2026-06-12,40135,1,30,18,on_time
T-000747,M-1008,2026-06-12,25640,1,30,19,on_time
T-001432,M-1016,2026-06-12,5445,1,30,17,on_time
T-001435,M-1016,2026-06-12,13114,0,,,cash
T-001724,M-1020,2026-06-12,16976,0,,,cash
T-003698,M-1050,2026-06-12,9496,0,,,cash
T-003980,M-1055,2026-06-12,4159,1,21,31,late
T-000473,M-1005,2026-06-13,22678,1,30,25,on_time
T-000946,M-1010,2026-06-13,13787,0,,,cash
T-001291,M-1014,2026-06-13,8443,0,,,cash
T-001437,M-1016,2026-06-13,16145,0,,,cash
T-001504,M-1017,2026-06-13,18076,1,30,18,on_time
T-001571,M-1018,2026-06-13,41834,1,30,15,on_time
T-001649,M-1019,2026-06-13,9234,1,30,17,on_time
T-001726,M-1020,2026-06-13,8878,1,30,22,on_time
T-001861,M-1022,2026-06-13,300,1,30,18,on_time
T-001942,M-1023,2026-06-13,33416,1,30,37,late
T-002086,M-1025,2026-06-13,24431,0,,,cash
T-002953,M-1039,2026-06-13,32251,1,30,21,on_time
T-003189,M-1043,2026-06-13,13799,1,21,17,on_time
T-003493,M-1047,2026-06-13,2111,0,,,cash
T-003627,M-1049,2026-06-13,16890,1,21,14,on_time
T-003695,M-1050,2026-06-13,6965,1,21,10,on_time
T-003761,M-1051,2026-06-13,4307,1,21,29,late
T-000469,M-1005,2026-06-14,12062,1,30,20,on_time
T-000650,M-1007,2026-06-14,31960,0,,,cash
T-000940,M-1010,2026-06-14,7766,1,30,17,on_time
T-001439,M-1016,2026-06-14,25536,1,30,19,on_time
T-001725,M-1020,2026-06-14,16147,0,,,cash
T-002225,M-1027,2026-06-14,1388,1,30,34,late
T-002741,M-1035,2026-06-14,15187,1,30,25,on_time
T-002793,M-1036,2026-06-14,58729,0,,,cash
T-002952,M-1039,2026-06-14,53994,1,30,27,on_time
T-003121,M-1042,2026-06-14,27847,0,,,cash
T-003342,M-1045,2026-06-14,22830,0,,,cash
T-003487,M-1047,2026-06-14,3699,1,21,35,late
T-003628,M-1049,2026-06-14,11672,1,21,44,late
T-000748,M-1008,2026-06-15,35452,1,30,16,on_time
T-001723,M-1020,2026-06-15,11149,0,,,cash
T-002307,M-1028,2026-06-15,29122,1,30,21,on_time
T-002455,M-1030,2026-06-15,22160,1,30,27,on_time
T-003492,M-1047,2026-06-15,2793,0,,,cash
T-000181,M-1002,2026-06-16,43898,0,,,cash
T-000750,M-1008,2026-06-16,30986,0,,,cash
T-001037,M-1011,2026-06-16,61355,1,30,15,on_time
T-001222,M-1013,2026-06-16,13140,1,30,28,on_time
T-001369,M-1015,2026-06-16,26726,0,,,cash
T-001727,M-1020,2026-06-16,1467,0,,,cash
T-001728,M-1020,2026-06-16,15010,1,30,18,on_time
T-001939,M-1023,2026-06-16,31390,1,30,46,late
T-001941,M-1023,2026-06-16,28320,1,30,17,on_time
T-002015,M-1024,2026-06-16,15015,1,30,20,on_time
T-002581,M-1032,2026-06-16,27194,1,30,24,on_time
T-000655,M-1007,2026-06-17,39250,1,30,19,on_time
T-001143,M-1012,2026-06-17,41591,0,,,cash
T-001292,M-1014,2026-06-17,9605,1,30,27,on_time
T-001368,M-1015,2026-06-17,32986,0,,,cash
T-001793,M-1021,2026-06-17,28077,1,30,48,late
T-002087,M-1025,2026-06-17,31024,1,30,17,on_time
T-002230,M-1027,2026-06-17,17310,1,30,25,on_time
T-003008,M-1040,2026-06-17,5731,1,30,30,on_time
T-003011,M-1040,2026-06-17,37100,0,,,cash
T-003186,M-1043,2026-06-17,11050,1,21,39,late
T-003693,M-1050,2026-06-17,8167,0,,,cash
T-003760,M-1051,2026-06-17,3374,0,,,cash
T-000372,M-1004,2026-06-18,18198,0,,,cash
T-001220,M-1013,2026-06-18,7812,1,30,30,on_time
T-002084,M-1025,2026-06-18,27340,1,30,22,on_time
T-002383,M-1029,2026-06-18,7134,1,30,15,on_time
T-002457,M-1030,2026-06-18,12079,0,,,cash
T-002855,M-1037,2026-06-18,32442,1,30,43,late
T-003066,M-1041,2026-06-18,19144,1,30,19,on_time
T-003262,M-1044,2026-06-18,23161,1,21,19,on_time
T-003623,M-1049,2026-06-18,8874,0,,,cash
T-000277,M-1003,2026-06-19,82343,1,30,24,on_time
T-001035,M-1011,2026-06-19,69520,0,,,cash
T-001140,M-1012,2026-06-19,27468,0,,,cash
T-001507,M-1017,2026-06-19,32182,1,30,24,on_time
T-001651,M-1019,2026-06-19,9522,0,,,cash
T-001729,M-1020,2026-06-19,12476,0,,,cash
T-001938,M-1023,2026-06-19,20244,1,30,44,late
T-002381,M-1029,2026-06-19,11757,1,30,22,on_time
T-002582,M-1032,2026-06-19,24252,1,30,24,on_time
T-002742,M-1035,2026-06-19,11685,1,30,23,on_time
T-003343,M-1045,2026-06-19,17133,1,21,37,late
T-003562,M-1048,2026-06-19,12203,0,,,cash
T-000077,M-1001,2026-06-20,28430,1,30,17,on_time
T-000472,M-1005,2026-06-20,15742,0,,,cash
T-000753,M-1008,2026-06-20,20762,1,30,16,on_time
T-002020,M-1024,2026-06-20,300,1,30,26,on_time
T-002157,M-1026,2026-06-20,5971,0,,,cash
T-002583,M-1032,2026-06-20,22859,0,,,cash
T-002902,M-1038,2026-06-20,29414,1,30,22,on_time
T-003261,M-1044,2026-06-20,24575,1,21,43,late
T-003489,M-1047,2026-06-20,8498,0,,,cash
T-000180,M-1002,2026-06-21,33856,0,,,cash
T-000365,M-1004,2026-06-21,23625,0,,,cash
T-000844,M-1009,2026-06-21,99576,1,30,28,on_time
T-001041,M-1011,2026-06-21,81289,1,30,23,on_time
T-002379,M-1029,2026-06-21,16934,1,30,38,late
T-003626,M-1049,2026-06-21,4701,1,21,12,on_time
T-000184,M-1002,2026-06-22,453,0,,,cash
T-000186,M-1002,2026-06-22,22814,1,30,22,on_time
T-000370,M-1004,2026-06-22,42374,1,30,15,on_time
T-001139,M-1012,2026-06-22,32403,1,30,26,on_time
T-001288,M-1014,2026-06-22,11678,1,30,30,on_time
T-002634,M-1033,2026-06-22,24480,0,,,cash
T-002900,M-1038,2026-06-22,31458,1,30,18,on_time
T-003694,M-1050,2026-06-22,5172,1,21,17,on_time
T-003813,M-1052,2026-06-22,7997,0,,,cash
T-003925,M-1054,2026-06-22,5921,1,21,37,late
T-000078,M-1001,2026-06-23,38121,1,30,29,on_time
T-000941,M-1010,2026-06-23,16858,0,,,cash
T-001860,M-1022,2026-06-23,12542,0,,,cash
T-002384,M-1029,2026-06-23,22956,1,30,30,on_time
T-002460,M-1030,2026-06-23,18859,1,30,19,on_time
T-003488,M-1047,2026-06-23,9299,0,,,cash
T-000178,M-1002,2026-06-24,33409,1,30,19,on_time
T-000182,M-1002,2026-06-24,43075,0,,,cash
T-000185,M-1002,2026-06-24,20882,1,30,25,on_time
T-000366,M-1004,2026-06-24,27253,1,30,22,on_time
T-000367,M-1004,2026-06-24,17203,1,30,45,late
T-000474,M-1005,2026-06-24,14288,1,30,20,on_time
T-001138,M-1012,2026-06-24,44558,0,,,cash
T-001436,M-1016,2026-06-24,12624,1,30,29,on_time
T-001509,M-1017,2026-06-24,29974,1,30,17,on_time
T-002158,M-1026,2026-06-24,15177,1,30,16,on_time
T-002687,M-1034,2026-06-24,41369,1,30,37,late
T-003010,M-1040,2026-06-24,34292,1,30,25,on_time
T-003344,M-1045,2026-06-24,23879,1,21,15,on_time
T-000075,M-1001,2026-06-25,18185,1,30,29,on_time
T-000845,M-1009,2026-06-25,24261,0,,,cash
T-000942,M-1010,2026-06-25,34085,0,,,cash
T-001652,M-1019,2026-06-25,9288,1,30,29,on_time
T-001653,M-1019,2026-06-25,9121,1,30,19,on_time
T-002380,M-1029,2026-06-25,16765,1,30,21,on_time
T-002580,M-1032,2026-06-25,37458,0,,,cash
T-002743,M-1035,2026-06-25,20730,1,30,20,on_time
T-003012,M-1040,2026-06-25,24966,1,30,18,on_time
T-003013,M-1040,2026-06-25,23926,1,30,24,on_time
T-003064,M-1041,2026-06-25,10734,1,30,24,on_time
T-003414,M-1046,2026-06-25,10798,1,21,41,late
T-003559,M-1048,2026-06-25,15335,1,21,8,on_time
T-003696,M-1050,2026-06-25,4240,1,21,37,late
T-000841,M-1009,2026-06-26,55493,1,30,22,on_time
T-001794,M-1021,2026-06-26,46499,1,30,30,on_time
T-001940,M-1023,2026-06-26,35186,1,30,17,on_time
T-003866,M-1053,2026-06-26,1840,1,21,,default
T-000191,M-1002,2026-06-27,41084,1,30,18,on_time
T-000848,M-1009,2026-06-27,89042,1,30,29,on_time
T-001661,M-1019,2026-06-27,12064,0,,,cash
T-001798,M-1021,2026-06-27,26072,0,,,cash
T-002389,M-1029,2026-06-27,14536,1,30,23,on_time
T-002462,M-1030,2026-06-27,20691,0,,,cash
T-002526,M-1031,2026-06-27,26325,1,30,44,late
T-002798,M-1036,2026-06-27,21631,1,30,41,late
T-003127,M-1042,2026-06-27,29029,1,30,24,on_time
T-000190,M-1002,2026-06-28,41045,1,30,17,on_time
T-000375,M-1004,2026-06-28,71545,1,30,22,on_time
T-000575,M-1006,2026-06-28,27021,1,30,21,on_time
T-001516,M-1017,2026-06-28,24341,1,30,25,on_time
T-001799,M-1021,2026-06-28,9872,1,30,19,on_time
T-002466,M-1030,2026-06-28,23083,1,30,16,on_time
T-003268,M-1044,2026-06-28,12479,1,21,17,on_time
T-003424,M-1046,2026-06-28,5206,0,,,cash
T-003701,M-1050,2026-06-28,7463,0,,,cash
T-003763,M-1051,2026-06-28,5048,1,21,9,on_time
T-004056,M-1060,2026-06-28,19941,0,,,cash
T-000283,M-1003,2026-06-29,90187,1,30,19,on_time
T-000952,M-1010,2026-06-29,28369,0,,,cash
T-000953,M-1010,2026-06-29,43890,1,30,20,on_time
T-001803,M-1021,2026-06-29,7661,0,,,cash
T-002311,M-1028,2026-06-29,41678,1,30,24,on_time
T-002689,M-1034,2026-06-29,24487,0,,,cash
T-003190,M-1043,2026-06-29,12052,1,21,16,on_time
T-003423,M-1046,2026-06-29,5121,1,21,29,late
T-003567,M-1048,2026-06-29,20155,1,21,13,on_time
T-003873,M-1053,2026-06-29,2036,1,21,11,on_time
T-000580,M-1006,2026-06-30,16102,1,30,22,on_time
T-000755,M-1008,2026-06-30,77889,0,,,cash
T-000758,M-1008,2026-06-30,29067,1,30,28,on_time
T-000850,M-1009,2026-06-30,22363,1,30,18,on_time
T-000947,M-1010,2026-06-30,27021,0,,,cash
T-001152,M-1012,2026-06-30,45120,1,30,24,on_time
T-001294,M-1014,2026-06-30,12855,0,,,cash
T-001295,M-1014,2026-06-30,8369,1,30,27,on_time
T-001440,M-1016,2026-06-30,32157,1,30,25,on_time
T-001443,M-1016,2026-06-30,18618,0,,,cash
T-001866,M-1022,2026-06-30,9645,0,,,cash
T-001944,M-1023,2026-06-30,31422,0,,,cash
T-001950,M-1023,2026-06-30,21176,1,30,23,on_time
T-002587,M-1032,2026-06-30,30095,1,30,27,on_time
T-002692,M-1034,2026-06-30,29238,1,30,29,on_time
T-002797,M-1036,2026-06-30,17889,1,30,23,on_time
T-003069,M-1041,2026-06-30,26078,1,30,17,on_time
T-003347,M-1045,2026-06-30,8458,0,,,cash
T-003566,M-1048,2026-06-30,26151,1,21,9,on_time
T-003817,M-1052,2026-06-30,4162,1,21,30,late
T-004042,M-1056,2026-06-30,3410,0,,,cash
T-000083,M-1001,2026-07-01,19466,1,30,21,on_time
T-000192,M-1002,2026-07-01,36518,1,30,23,on_time
T-000285,M-1003,2026-07-01,52200,1,30,26,on_time
T-000657,M-1007,2026-07-01,46005,1,30,15,on_time
T-000847,M-1009,2026-07-01,38699,1,30,26,on_time
T-001297,M-1014,2026-07-01,8925,0,,,cash
T-001946,M-1023,2026-07-01,16611,1,30,17,on_time
T-002165,M-1026,2026-07-01,16149,0,,,cash
T-002957,M-1039,2026-07-01,17857,0,,,cash
T-003194,M-1043,2026-07-01,11071,1,21,32,late
T-003350,M-1045,2026-07-01,8556,1,21,34,late
T-000379,M-1004,2026-07-02,46781,1,30,25,on_time
T-000480,M-1005,2026-07-02,35946,1,30,25,on_time
T-000574,M-1006,2026-07-02,20612,1,30,19,on_time
T-001042,M-1011,2026-07-02,54898,0,,,cash
T-001515,M-1017,2026-07-02,15277,0,,,cash
T-001733,M-1020,2026-07-02,17404,0,,,cash
T-002690,M-1034,2026-07-02,22921,0,,,cash
T-003017,M-1040,2026-07-02,12359,1,30,23,on_time
T-003193,M-1043,2026-07-02,12128,1,21,6,on_time
T-003422,M-1046,2026-07-02,6927,1,21,20,on_time
T-000852,M-1009,2026-07-03,42836,1,30,28,on_time
T-001300,M-1014,2026-07-03,8798,1,30,29,on_time
T-001511,M-1017,2026-07-03,28410,1,30,26,on_time
T-002093,M-1025,2026-07-03,8654,1,30,29,on_time
T-002237,M-1027,2026-07-03,14709,1,30,23,on_time
T-002240,M-1027,2026-07-03,27430,1,30,27,on_time
T-002525,M-1031,2026-07-03,28066,1,30,54,late
T-002905,M-1038,2026-07-03,43516,0,,,cash
T-003265,M-1044,2026-07-03,11741,1,21,,default
T-003499,M-1047,2026-07-03,10003,1,21,21,on_time
T-003703,M-1050,2026-07-03,7668,1,21,33,late
T-003929,M-1054,2026-07-03,5349,1,21,39,late
T-003930,M-1054,2026-07-03,674,1,21,43,late
T-000084,M-1001,2026-07-04,38488,1,30,19,on_time
T-000475,M-1005,2026-07-04,36442,1,30,16,on_time
T-000659,M-1007,2026-07-04,65203,1,30,30,on_time
T-001869,M-1022,2026-07-04,300,0,,,cash
T-002163,M-1026,2026-07-04,18812,1,30,16,on_time
T-002164,M-1026,2026-07-04,16927,0,,,cash
T-002233,M-1027,2026-07-04,20708,1,30,41,late
T-002465,M-1030,2026-07-04,31868,0,,,cash
T-003015,M-1040,2026-07-04,39745,0,,,cash
T-003270,M-1044,2026-07-04,1870,1,21,40,late
T-001150,M-1012,2026-07-05,49585,1,30,24,on_time
T-001374,M-1015,2026-07-05,30958,0,,,cash
T-001945,M-1023,2026-07-05,20441,1,30,21,on_time
T-002234,M-1027,2026-07-05,26854,1,30,29,on_time
T-002312,M-1028,2026-07-05,39519,1,30,24,on_time
T-002386,M-1029,2026-07-05,20211,0,,,cash
T-002523,M-1031,2026-07-05,20322,1,30,20,on_time
T-002524,M-1031,2026-07-05,32764,1,30,17,on_time
T-002638,M-1033,2026-07-05,19397,0,,,cash
T-002747,M-1035,2026-07-05,18622,1,30,23,on_time
T-002958,M-1039,2026-07-05,21042,1,30,25,on_time
T-003500,M-1047,2026-07-05,9371,1,21,41,late
T-003631,M-1049,2026-07-05,27726,0,,,cash
T-000188,M-1002,2026-07-06,21646,0,,,cash
T-000477,M-1005,2026-07-06,31706,1,30,26,on_time
T-000660,M-1007,2026-07-06,70579,1,30,22,on_time
T-000760,M-1008,2026-07-06,55223,0,,,cash
T-000851,M-1009,2026-07-06,34263,1,30,16,on_time
T-001148,M-1012,2026-07-06,43719,1,30,27,on_time
T-001376,M-1015,2026-07-06,68270,1,30,18,on_time
T-001576,M-1018,2026-07-06,11453,1,30,20,on_time
T-003067,M-1041,2026-07-06,50808,1,30,19,on_time
T-003195,M-1043,2026-07-06,7337,1,21,9,on_time
T-003702,M-1050,2026-07-06,4286,1,21,17,on_time
T-003870,M-1053,2026-07-06,1926,1,21,30,late
T-003927,M-1054,2026-07-06,4565,1,21,42,late
T-000089,M-1001,2026-07-07,35630,0,,,cash
T-000846,M-1009,2026-07-07,58746,0,,,cash
T-001153,M-1012,2026-07-07,300,1,30,18,on_time
T-001299,M-1014,2026-07-07,8597,1,30,20,on_time
T-001445,M-1016,2026-07-07,23962,0,,,cash
T-001800,M-1021,2026-07-07,15263,1,30,24,on_time
T-001801,M-1021,2026-07-07,18307,1,30,25,on_time
T-002161,M-1026,2026-07-07,18261,1,30,22,on_time
T-002856,M-1037,2026-07-07,26101,1,30,26,on_time
T-003018,M-1040,2026-07-07,21389,1,30,21,on_time
T-003068,M-1041,2026-07-07,35431,0,,,cash
T-003129,M-1042,2026-07-07,33044,1,30,24,on_time
T-003816,M-1052,2026-07-07,3164,1,21,44,late
T-000193,M-1002,2026-07-08,66243,1,30,18,on_time
T-000284,M-1003,2026-07-08,57349,1,30,24,on_time
T-000579,M-1006,2026-07-08,32464,1,30,24,on_time
T-000759,M-1008,2026-07-08,29654,0,,,cash
T-001375,M-1015,2026-07-08,53465,1,30,20,on_time
T-001574,M-1018,2026-07-08,14416,1,30,25,on_time
T-001579,M-1018,2026-07-08,30342,1,30,26,on_time
T-002637,M-1033,2026-07-08,34467,1,30,52,late
T-002744,M-1035,2026-07-08,13510,1,30,21,on_time
T-003266,M-1044,2026-07-08,7289,1,21,13,on_time
T-003352,M-1045,2026-07-08,11556,1,21,8,on_time
T-003419,M-1046,2026-07-08,5033,0,,,cash
T-000481,M-1005,2026-07-09,12562,1,30,24,on_time
T-001225,M-1013,2026-07-09,9204,1,30,18,on_time
T-001296,M-1014,2026-07-09,6979,1,30,23,on_time
T-001659,M-1019,2026-07-09,12891,1,30,22,on_time
T-001731,M-1020,2026-07-09,21092,1,30,30,on_time
T-001947,M-1023,2026-07-09,13037,1,30,16,on_time
T-002527,M-1031,2026-07-09,21477,1,30,28,on_time
T-002749,M-1035,2026-07-09,21057,0,,,cash
T-003495,M-1047,2026-07-09,4946,1,21,30,late
T-003765,M-1051,2026-07-09,1794,1,21,15,on_time
T-004054,M-1059,2026-07-09,44318,0,,,cash
T-000081,M-1001,2026-07-10,6228,0,,,cash
T-000082,M-1001,2026-07-10,14709,1,30,24,on_time
T-000377,M-1004,2026-07-10,24589,1,30,15,on_time
T-000380,M-1004,2026-07-10,42979,1,30,26,on_time
T-001149,M-1012,2026-07-10,44401,1,30,17,on_time
T-001657,M-1019,2026-07-10,24911,0,,,cash
T-002586,M-1032,2026-07-10,35008,1,30,20,on_time
T-002799,M-1036,2026-07-10,11149,1,30,20,on_time
T-003705,M-1050,2026-07-10,4654,0,,,cash
T-003931,M-1054,2026-07-10,3021,1,21,36,late
T-000951,M-1010,2026-07-11,37583,1,30,22,on_time
